shap_rank,feature,display_feature,mean_abs_shap,mean_shap,feature_mean,feature_std,mean_abs_shap_percent
1,C1=CC=CC=C1,c1ccccc1,1.7975718632997888,6.982225393264962e-16,1.8080869,2.1205187,13.297965938292863
2,C,C,1.0884030441758485,-3.091760321740942e-17,16.78987,13.548911,8.051720715084913
3,Br,Br,1.0257347691580507,5.271217124301508e-16,0.12407072,0.7707845,7.588117226616613
4,P,P,0.5458137900838053,6.58170189703943e-17,0.29369256,0.51013964,4.037787493992662
5,F,F,0.4931313911202577,-1.2342154958616422e-16,0.18987341,1.315099,3.6480569017042495
6,POC1=CC=CC=C1,POc1ccccc1,0.46186663063003847,1.4639016674909765e-18,0.20358464,0.5009917,3.416768390487448
7,OC1=CC=CC=C1,Oc1ccccc1,0.4353884887050091,-5.715072109884773e-17,0.88339156,1.5440246,3.2208900300073466
8,S,S,0.32896126662099706,2.1878010420652644e-16,0.07246539,0.3605064,2.4335693097206312
9,N,N,0.3076089907090792,-3.0302764517063214e-17,0.8519568,1.4817532,2.275610763762705
10,O,O,0.2886448864216425,-1.1483576630632965e-16,3.5675352,2.447644,2.135319286123733
11,O=CC1=CC=C(COCCO)C=C1,O=Cc1ccc(COCCO)cc1,0.24408114310058127,-1.2150383840175104e-17,0.21452995,0.39338782,1.805648382353325
12,CCC,CCC,0.23392801371018349,-9.169880045163476e-17,3.1469624,4.6745534,1.7305381897890386
13,CC1=CC=CC=C1,Cc1ccccc1,0.21087117583440546,5.3073754954885354e-17,1.7555012,1.9248892,1.5599697407736
14,CC,CC,0.2094667934278238,-3.0449154683812312e-18,4.951473,3.9985142,1.5495804874767787
15,COCC(C)C,COCC(C)C,0.2090499676787942,-8.900522138345138e-18,0.08351505,0.63204324,1.5464969197341105
16,NC1=CC=CC=C1,Nc1ccccc1,0.20776250145260305,-4.189686572359175e-17,0.381882,0.97079986,1.5369725817245226
17,OCCO,OCCO,0.14489540413631183,-7.530310177573583e-17,0.30995458,0.59346026,1.071898257954937
18,CN,CN,0.14206493162717354,-2.8106912015826747e-18,1.2117287,2.2047942,1.050959163510779
19,CO,CO,0.13043415493424607,-6.534857043679719e-17,2.413631,2.34249,0.9649177231343583
20,OPOC1=CC=CC=C1,OPOc1ccccc1,0.12473483790979893,-5.4003332513742124e-17,0.11340185,0.45420155,0.922755668192363
21,C=O,C=O,0.12413411891232136,-3.630476135377622e-18,1.5511265,1.3776511,0.9183117063513726
22,PC1=CC=CC=C1,Pc1ccccc1,0.12076900484626338,-2.798248037409002e-17,0.3241477,0.8382264,0.8934174736686449
23,CNC1=CC=CC=C1,CNc1ccccc1,0.11855509100041975,2.392747275514001e-17,0.25849152,0.71037465,0.877039518765468
24,CCC1=CC=CC=C1,CCc1ccccc1,0.11701460579814507,-2.2749031912809775e-17,1.123646,2.692328,0.865643412625551
25,CPC,CPC,0.1018033885876553,-4.0198739789302214e-17,0.24964388,0.7458421,0.7531148108628674
26,CCN,CCN,0.09931103776235196,1.4463348474810846e-17,0.7808767,1.5911633,0.7346770520962614
27,CCO,CCO,0.09849516210445103,1.6198071950787653e-17,1.3871136,1.8759581,0.7286414176216915
28,PNC1=CC=CC=C1,PNc1ccccc1,0.09675304240746477,-4.429766445827695e-17,0.07896583,0.5683761,0.7157536722892599
29,CCOC(=O)C1=CC=C(C=O)C=C1,CCOC(=O)c1ccc(C=O)cc1,0.0914817666706935,-3.571920068677983e-18,0.2589518,0.4196051,0.6767581547079728
30,CPO,CPO,0.0902492726723249,2.4974162447396057e-17,0.1876417,0.5067546,0.6676404868449647
31,CCC=O,CCC=O,0.08830432192340519,-6.470445370310116e-18,0.6552199,1.4668847,0.6532522505030177
32,COC,COC,0.08811887547903992,-6.704669637108672e-18,0.79158866,0.98864186,0.6518803662680142
33,O=CC1=CC=CC=C1,O=Cc1ccccc1,0.0875334555185072,5.118532180382199e-17,1.0054733,1.3186969,0.6475495826961852
34,COP,COP,0.08659498087338553,-4.177975359019247e-17,0.2791807,0.6226284,0.6406069930175337
35,CC(=O)OCCO,CC(=O)OCCO,0.07878901281113258,-1.302872484066969e-17,0.25380114,0.4502294,0.5828604853387306
36,COCCO,COCCO,0.077790291269827,1.241388614032348e-17,0.33522618,0.7042649,0.5754722048981694
37,CC(C)C=O,CC(C)C=O,0.07778566947817865,6.367972253585748e-19,0.17114905,0.6721169,0.5754380140938024
38,C[PH](C)=O,C[PH](C)=O,0.07391609663633547,-8.13929327124983e-18,0.21799831,0.6899695,0.5468119274837718
39,CNC,CNC,0.0715459729978431,-4.508817135872207e-17,0.5814061,1.4331092,0.5292783734391745
40,CC1=CC=C(OP=O)C=C1,Cc1ccc(OP=O)cc1,0.06844750566805227,9.65443149710299e-18,0.07248871,0.26478034,0.5063567234880927
41,O=CC1=CC=C(C=O)C=C1,O=Cc1ccc(C=O)cc1,0.06748907998668718,2.5420652455980805e-17,0.31066155,0.4808512,0.49926654126762676
42,CC1=CC=C(O)C=C1,Cc1ccc(O)cc1,0.06694692873980801,-1.493179700840796e-18,0.40670127,0.85593706,0.49525584830920016
43,CCC(=O)O,CCC(=O)O,0.06643579371991841,-3.545569838663145e-17,0.1613572,0.5004042,0.49147460527623277
44,OPC1=CC=CC=C1,OPc1ccccc1,0.06339079468293088,9.090829355118964e-18,0.12669021,0.41426402,0.46894849975427416
45,O=PC1=CC=CC=C1,O=Pc1ccccc1,0.06312584148138001,2.678940051508487e-18,0.29250214,0.79190993,0.4669884453489958
46,CC1=CC=C(N)C=C1,Cc1ccc(N)cc1,0.06307673970883214,-3.484085968628524e-18,0.08647012,0.37233824,0.46662520329331925
47,COC1=CC=CC=C1,COc1ccccc1,0.061833200870512334,-3.0346681567087943e-17,0.49818376,1.1966528,0.4574258285965185
48,CCCCC,CCCCC,0.0616500555389365,6.616835537059214e-18,1.3058965,3.9701953,0.45607096739136926
49,C1=CC=C(OPC2=CC=CC=C2)C=C1,c1ccc(OPc2ccccc2)cc1,0.059217826740947006,1.023999216409938e-17,0.10506522,0.38712108,0.43807797563947
50,CC1=CC(CN(C)C2=CC=CC=C2)=CC=C1,Cc1cccc(CN(C)c2ccccc2)c1,0.05784997712211811,-5.548187319790801e-18,0.03662331,0.2328047,0.42795898234008506
51,COC1=CC=C(C)C=C1,COc1ccc(C)cc1,0.057575526155295674,-1.0949984472832504e-17,0.20842631,0.6276511,0.425928665954382
52,CC(C)C,CC(C)C,0.05632968122319989,-5.6799384698649886e-18,0.6993238,1.6362044,0.4167122313796928
53,CCOCCO,CCOCCO,0.05590805336481197,-9.698348547127719e-18,0.26013026,0.5248618,0.4135931388894568
54,COPO,COPO,0.05361564673468802,2.971720385006682e-18,0.19620718,0.7666927,0.3966345149220427
55,CCOC,CCOC,0.05281607592977777,-1.1652657273228172e-17,0.95350707,1.4822361,0.39071949948036155
56,CC1=CC(C)=CC=C1,Cc1cccc(C)c1,0.052561931319581985,-1.4338916833074114e-17,0.1086988,0.38501424,0.38883940420362506
57,CCNC,CCNC,0.05153615619875682,-1.2033271706775826e-17,0.8345213,2.2862,0.3812509884659416
58,CCCN,CCCN,0.05118336329102298,2.781413168232855e-18,0.54282326,1.5648988,0.37864111891574515
59,C=CC,C=CC,0.050470724015044606,3.0156374350314113e-17,0.16379131,0.878113,0.3733692001614908
60,CCC(C)C,CCC(C)C,0.048342923418888684,7.531774079241074e-18,0.50324315,2.7911496,0.3576282885301644
61,CCCO,CCCO,0.04724876584010869,-1.932350201088089e-18,0.39591408,1.3108456,0.349533997274942
62,CCOC1=CC=CC=C1,CCOc1ccccc1,0.04503496061685341,9.368970671942249e-18,0.14232372,0.47477168,0.33315684593323014
63,CC=O,CC=O,0.0449630495052903,-1.493179700840796e-18,1.5199469,1.4165169,0.33262486636029914
64,CCOPOC,CCOPOC,0.042624239575853415,1.5085506683494513e-17,0.057405684,0.39505145,0.315322962935587
65,CCNC(=O)C1=CC=CC=C1,CCNC(=O)c1ccccc1,0.04259600571405893,1.4404792408111208e-17,0.05931266,0.394743,0.3151140962192598
66,CCC1=CC=C(OC)C=C1,CCc1ccc(OC)cc1,0.041607707764500894,-5.855606669963906e-19,0.32446364,1.153588,0.3078029267809587
67,CC1=C(O)C=CC=C1,Cc1ccccc1O,0.04035728894329061,-9.727626580477538e-18,0.09974096,0.43603206,0.2985526557723044
68,C1=CC=C(C2=CC=CC=C2)C=C1,c1ccc(-c2ccccc2)cc1,0.03904253446236934,1.742042984314262e-18,0.06541826,0.25026095,0.2888264463998376
69,CC(=O)NC1=CC=CC=C1,CC(=O)Nc1ccccc1,0.03858145435323077,-3.451148181109977e-17,0.20146723,0.5898183,0.28541549648938813
70,CCOC(=O)CC,CCOC(=O)CC,0.03738984231743386,4.172119752349283e-18,0.053303424,0.28147158,0.2766002626802659
71,CCOP,CCOP,0.037053349363482875,-5.884884703313725e-18,0.059487253,0.31380317,0.27411097591990147
72,CCCC=O,CCCC=O,0.03673232076482988,-6.726628162121037e-18,0.54799837,1.8922523,0.2717360904105851
73,CC1=CC=C(C)C=C1,Cc1ccc(C)cc1,0.036160634947855416,-8.629700329859306e-18,0.36118835,0.5314914,0.26750690843642133
74,CC1=C(C)C=CC=C1,Cc1ccccc1C,0.03342831075953888,-1.9447933652617623e-17,0.10705473,0.39630938,0.24729388956889836
75,C1=CC=C(CC2=CC=CC=C2)C=C1,c1ccc(Cc2ccccc2)cc1,0.032880699118139615,-1.4865921433370865e-17,0.29196498,0.94952756,0.24324280204165352
76,CCOPO,CCOPO,0.032857335163278045,-4.3455920999469636e-17,0.06616911,0.51259214,0.24306996162159786
77,CC(C)CO,CC(C)CO,0.032756923370955655,3.47823036195856e-17,0.10123294,0.7458113,0.2423271414755065
78,CC1=CC(C=O)=CC=C1,Cc1cccc(C=O)c1,0.03259327638739986,-4.428302544160204e-18,0.13637038,0.5616654,0.24111652394323463
79,CC(=O)O,CC(=O)O,0.03156222083250341,-2.6277034931463026e-18,0.4666601,0.5687814,0.2334890449370092
80,CCCCCN,CCCCCN,0.03104200632066332,-4.530775660884572e-18,0.48084572,1.8454806,0.22964063420011868
81,CCCOC,CCCOC,0.030994985848622727,-1.4521904541510488e-17,0.28674275,1.0751892,0.2292927890605923
82,CCOPC,CCOPC,0.029125615813739042,4.530775660884572e-18,0.042107414,0.23090154,0.21546367904976055
83,CCNCC,CCNCC,0.028037455401201238,-1.881113642725905e-18,0.29515636,1.0404835,0.20741375325999917
84,OC1=C(P)C=CC=C1,Oc1ccccc1P,0.027807930769823137,1.4675614216597038e-17,0.053404987,0.25588715,0.2057157901396473
85,NCC1=CC=CC=C1,NCc1ccccc1,0.027765822087734194,-3.9722971747367645e-17,0.25686,0.7899032,0.20540428113599765
86,NC(=O)C1=CC=CC=C1,NC(=O)c1ccccc1,0.027584212833778488,1.1594101206528534e-17,0.21987793,0.7255991,0.2040607834308497
87,CC(C)(C)C,CC(C)(C)C,0.027385622098342617,3.162027601780509e-18,0.121049285,0.34924507,0.20259166117242774
88,COP(C)C1=CC=CC=C1,COP(C)c1ccccc1,0.027112789659332746,3.0741935017310504e-18,0.08119628,0.3613033,0.20057331823165958
89,C1=CC=C(OC2=CC=CC=C2)C=C1,c1ccc(Oc2ccccc2)cc1,0.026387046880310405,-7.173118170705785e-19,0.12702428,0.49811158,0.1952044631931272
90,CN(C)C,CN(C)C,0.026167290865932245,1.9030721677382695e-19,0.10204002,0.3871621,0.19357876574336222
91,O=CO,O=CO,0.0252139079172965,5.409116661379158e-18,0.50989014,0.63620883,0.1865258883391541
92,CCOC(C)=O,CCOC(C)=O,0.023254886443666033,-3.703671218752171e-18,0.3722838,0.58986235,0.17203356046031168
93,CC1=CC(O)=CC=C1,Cc1cccc(O)c1,0.02318548026121745,4.472219594184933e-18,0.08489902,0.39955243,0.17152011169703724
94,COP(C)O,COP(C)O,0.023141713117986448,2.781413168232855e-18,0.04583126,0.272864,0.17119633383213795
